feature	BNLX1_MaleLiver	BNLX2_MaleLiver	BNLX3_MaleLiver	SHRH1_MaleLiver	SHRH5_MaleLiver
"mir873b-3p,mir873-3p,mir873a-3p|chr5:57038980-57039018"	-3.286088514	-2.531193309	-6.30451157	-2.990912236	-6.262176331
"mir143-1-5p,mir143-5p,mir143-2-5p|chr18:56200238-56200290"	3.506940312	3.348251076	3.599340156	2.999798316	3.657074355
mir_chr7_29774|chr7:124138507-124138568	-4.871051015	-4.127743784	-6.30451157	-2.443424441	-2.174713489
"mir128-1-5p,mir128-5p|chr13:50001705-50001748"	-0.623123502	-0.555440855	-2.397620975	0.27443233	-0.976774112
mir3559-3p|chrX:76261607-76261664	4.670316685	4.100493057	4.099011805	4.222165805	3.807380846
mir329-3p|chr6:143024387-143024435	-4.871051015	-3.268158903	-3.982583475	-6.691351954	-6.262176331
mir134-3p|chr6:143046941-143046981	-2.54912292	-3.374580962	-6.30451157	-3.231920336	-6.262176331
mir_chr3_19971|chr3:118379406-118379466	-4.871051015	-3.634856868	-3.982583475	-6.691351954	-3.463089025
mir_chr1_1211|chr1:204227197-204227258	-4.871051015	-6.438083905	-6.30451157	-4.375206212	-6.262176331
mir324-3p|chr10:56366287-56366331	0.55050893	1.299467665	-0.290602725	1.965787822	-0.469320978
"mir10a-3p,mir10c-3p|chr10:83968736-83968791"	4.351792178	4.310595353	4.636433297	4.271197069	4.157067587
mir_chr1_1932|chr1:276449957-276450019	2.029815793	1.69088993	1.874700878	0.973130886	2.823057098
mir_chr1_439|chr1:79607610-79607686	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
"mir292b-5p,mir292-5p|chr1:63524521-63524562"	-2.063696093	-1.783877527	-1.265373176	-2.400043094	-2.021862001
"rno-mir-128-2-5p,mir128-2-5p|chr8:119718226-119718268"	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir322-5p|chrX:153211184-153211231	8.143056656	7.955970093	8.721020803	7.051584787	7.897884158
mir703-5p|chr20:29630024-29630050	-3.470513085	-6.438083905	-4.261867233	-6.049805925	-5.023389471
mir511-5p|chr17:83129839-83129878	1.192451927	1.045731873	0.895160775	1.160397087	0.976228409
mir186-3p|chr2:282781916-282781959	-2.543363651	-2.063739916	-3.909448771	-0.422318808	0.229997329
mir_chrX_33503|chrX:115057718-115057777	-4.871051015	-2.981277755	-4.71954907	-4.369423859	-2.805370181
"mir344i-3p,rno-mir-344g-3p,mir344g-3p|chr1:123541491-123541530"	-4.871051015	-6.438083905	-4.71954907	-5.185461025	-6.262176331
mir_chr10_4283|chr10:30823399-30823444	-3.286088514	-6.438083905	-6.30451157	-3.524636509	-6.262176331
"mir664-2-3p,mir664-3p|chr13:107866634-107866673"	-4.871051015	1.823540931	-6.30451157	-1.940745449	-2.878126524
mir_chr5_24890|chr5:161825845-161825922	-4.871051015	-4.834012581	-3.497156648	-4.369423859	-3.092251329
"rno-mir-6321-3p,mir6321-3p|chr14:21007164-21007234"	-4.871051015	-5.574145454	-5.738914394	-6.691351954	-4.67721383
mir_chr12_8141|chr12:13644051-13644141	-4.871051015	-4.88226775	-6.30451157	-6.691351954	-6.262176331
mir_chr11_6628|chr11:35590129-35590187	-2.080278977	-4.11615581	-3.134586569	-6.691351954	-2.606824502
mir690-3p|chrX:71287444-71287466	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
mir_chrX_33671|chrX:152783468-152783533	-4.139867774	-5.706900663	-6.30451157	-6.691351954	-5.530993089
mir_chr5_25834|chr5:152220084-152220148	1.184665248	0.848057968	1.293168573	0.166380279	0.15162082
mir_chr8_30800|chr8:1580637-1580695	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-6.262176331
mir5122-5p|chr5:155237472-155237516	-2.54912292	-3.626612874	-3.497156648	-2.299034531	-3.940248236
mir_chr8_30576|chr8:114131011-114131097	-4.871051015	-6.438083905	-6.30451157	-0.688199506	-5.928752597
mir874-3p|chr17:9222223-9222263	2.706226738	1.567428368	2.141248234	1.669539014	1.394177022
mir_chr8_30464|chr8:85046032-85046102	-2.54912292	-4.853121404	-3.497156648	-4.369423859	-3.454821409
mir_chr16_12566|chr16:13994499-13994557	-2.54912292	-3.643148242	-1.095838251	-2.6055874	-1.872609519
"mir126a-5p,mir126b-5p,mir3567-5p,mir126-5p|chr3:9402770-9402829"	12.09347487	12.08068941	12.18009989	11.33852082	11.97653982
mir511-3p|chr17:83129879-83129918	3.906894656	4.097638599	4.500409973	4.778025311	4.380453047
mir_chr5_25185|chr5:53084200-53084265	-2.54912292	-2.978652286	-3.71954907	-6.662782802	-3.67721383
mir346-5p|chr16:9574932-9574981	-3.286088514	-4.853121404	-6.30451157	-2.615819323	-6.262176331
mir425-3p|chr8:116699364-116699406	3.342587887	2.8994934	3.136233043	2.395049692	2.723153316
"rno-mir-6331-3p,mir6331-3p|chr6:143040996-143041057"	1.059686322	2.000707948	0.638002935	0.341850772	-0.589750989
mir_chr1_2658|chr1:102549860-102549918	-3.286088514	-6.438083905	-6.30451157	-4.369423859	-4.67721383
"mir30d-5p,mir30a-5p|chr7:109228681-109228722"	12.89117541	13.36655416	13.02112539	13.22999114	12.56646726
mir_chr1_876|chr1:148693400-148693463	-0.348744122	-0.759448557	0.744465655	-0.340147677	1.02839552
mir127-5p|chr6:142875606-142875654	-1.170611297	-0.415716092	-1.71954907	-0.152193143	-1.133717947
"mir29a-1-5p,mir29a-2-5p,mir29a-5p,mir3556a-5p|chr4:58099720-58099779"	3.065586924	3.56608037	3.152705124	3.346167546	4.177509134
mir3082-3p|chr10:15011409-15011441	-2.063696093	-4.853121404	-4.71954907	-2.299034531	-2.802744712
mir878-5p|chrX:151278401-151278439	-2.54912292	-6.438083905	-3.982583475	-5.106389454	-6.262176331
mir_chr18_14781|chr18:24114355-24114412	-4.871051015	-6.438083905	-6.30451157	-5.279925709	-6.262176331
mir_chr4_21861|chr4:9193730-9193786	-0.116163513	-0.946230808	0.265344038	0.050115032	0.366597265
mir329-5p|chr6:143024338-143024386	-4.871051015	-2.029372044	-2.397620975	-2.784461359	-2.561736613
mir_chr14_10641|chr14:80435058-80435118	-3.286088514	-6.438083905	-3.497156648	-3.524636509	-4.67721383
mir_chr16_12624|chr16:21238298-21238354	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir433-5p|chr6:142874507-142874569	-4.871051015	-4.11615581	-6.30451157	-3.883997032	-4.67721383
mir3542-3p|chr17:11745262-11745320	-3.871051015	-5.438083905	-6.30451157	-5.068421603	-6.262176331
mir_chr4_22890|chr4:244522165-244522230	-0.109765742	-1.787319346	-0.323115538	-1.644337135	-1.072351772
mir_chr4_22834|chr4:232899471-232899529	-2.54912292	-3.268158903	-6.30451157	-3.883997032	-2.802744712
mir3561-3p|chr7:26557087-26557141	-4.871051015	-4.778159346	-3.988365828	-4.369423859	-3.454821409
mir331-3p|chr7:34938749-34938797	2.580489818	4.10510262	1.903381281	2.529703423	2.565706191
mir_chr2_17336|chr2:44989687-44989748	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-4.67721383
mir344d-3-3p|chr1:122332576-122332615	-4.871051015	-6.438083905	-6.30451157	-5.960168713	-6.262176331
"mir125b-3-3p,mir125b-3p,mir3588-3p,mir125b-2-3p|chr11:19752270-19752323"	1.84429328	2.840412016	2.031057435	1.719904792	0.895877882
mir_chr13_9559|chr13:99339702-99339768	-4.871051015	-4.853121404	-3.497156648	-4.369423859	-4.67721383
"rno-mir-155-5p,mir155-5p|chr11:27810351-27810393"	3.250068024	3.114162504	3.217010353	4.347347597	3.605720133
mir_chr3_20618|chr3:14323253-14323316	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
"mir29b-1-5p,mir3587-5p,mir29b1-5p,mir29b-5p|chr4:58100079-58100133"	-2.54912292	0.27561191	-2.604071852	-1.199498858	-2.561736613
mir8102-3p|chr10:85475381-85475450	-4.871051015	-6.438083905	-6.30451157	-3.883997032	-4.67721383
"mir103-5p,mir107b-5p,mir103-1-5p,mir103-2-5p|chr10:20480350-20480393"	-4.871051015	-4.88226775	-6.30451157	-5.096803405	-4.67721383
mir_chr3_29857|chr3:9453205-9453288	-0.478733592	-1.483887594	3.73818748	-2.990912236	-1.217782211
mir_chr7_28642|chr7:114540402-114540462	-0.666284264	-0.389760518	0.865413431	0.294376156	0.855934175
mir_chrX_33892|chrX:38330478-38330542	-4.871051015	-4.834012581	-3.982583475	-2.6055874	-2.561736613
mir877-5p|chr20:5416399-5416441	-1.411619396	-1.991827675	-4.71954907	-0.330285465	-1.524489569
mir_chr3_19382|chr3:12471176-12471247	-4.871051015	-5.438083905	-6.30451157	-6.691351954	-6.262176331
mir_chr3_20410|chr3:170374937-170375002	-4.871051015	-6.438083905	-3.134586569	-3.218864183	-3.336176912
mir147-5p|chr3:121313446-121313487	-4.871051015	-4.11615581	-4.71954907	-3.521426953	-2.174713489
mir361-3p|chrX:84652349-84652386	3.726405669	4.777157857	3.722011872	5.106714766	4.074330229
mir322-5p|chrX:152773467-152773514	8.143056656	7.955970093	8.721020803	7.051584787	7.897884158
"mir129-3p,mir129-1-3p,mir129-2-3p|chr4:56049129-56049171"	-4.871051015	-1.234882748	-4.71954907	-4.386840912	-6.262176331
mir_chr13_9453|chr13:91280692-91280754	-3.286088514	-4.11615581	-6.30451157	-2.6055874	-2.593149565
"mirlet7a-1-3p,mirlet7c-1-3p,mirlet7c-2-3p,mirlet7c-3p|chr11:19708191-19708245"	-1.170611297	0.480779333	-1.260117451	-0.121496346	0.424324196
mir_chr14_14246|chr14:15193191-15193241	-4.871051015	-6.438083905	-6.30451157	-5.096803405	-6.262176331
mir6540-3p|chr11:62814533-62814586	-4.871051015	-4.11615581	-6.30451157	-5.106389454	-6.262176331
"mirlet7f-3p,mirlet7f-2-3p,mirlet7g-2-3p,mirlet7g-3p,mirlet7a-3-3p|chrX:21868505-21868551"	4.713310237	5.254958676	5.611644075	4.613375822	5.200428185
mir_chr1_821|chr1:142008319-142008394	-4.871051015	-4.853121404	-6.30451157	-2.993133476	-3.092251329
mir653-5p|chr4:28563568-28563616	-1.707552283	-1.152681686	-0.576591116	-3.231920336	-1.738614375
mir_chr7_29707|chr7:121044123-121044188	-3.286088514	-6.438083905	-6.30451157	-6.691351954	-4.67721383
mir342-5p|chr6:141731244-141731293	-0.783588174	-0.24944561	-0.154764451	0.297105519	0.632641433
mir_chr16_12547|chr16:9085944-9086001	-3.286088514	-4.11615581	-2.845079952	-3.521426953	-1.857545646
mir141-5p|chr4:224253988-224254035	-0.347489059	-1.796537876	-0.577135632	-0.74415337	0.478481441
mir3586-5p|chr7:114421106-114421166	6.849680616	9.313267671	7.150317197	8.802495991	6.73093543
mir690-3p|chr1:235853452-235853475	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr12_12094|chr12:54394801-54394863	-4.871051015	-4.88226775	-5.30451157	-6.691351954	-6.262176331
rno-mir-6317-5p|chr1:267108728-267108791	-3.871051015	-4.622508476	-6.30451157	-6.691351954	-4.67721383
mir_chr1_531|chr1:88112952-88113017	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir350-5p|chr13:99302920-99302969	-0.411619396	0.617198531	-0.23842238	1.179012765	-0.153651874
mir135b-3p|chr13:54046578-54046626	-4.871051015	-3.769057139	-6.30451157	-6.691351954	-6.262176331
"mir369-3p,mir3578-3p|chr6:143056028-143056086"	-1.701126014	0.161828937	-1.549624068	-0.808708905	-2.561736613
"mir29b-1-3p,mir3587-3p,mir29b1-3p,mir29b-3p|chr4:58100025-58100079"	-2.234136435	-1.535045635	-0.639459956	-2.179125068	-2.355285735
mir_chr10_4381|chr10:38029148-38029208	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir182-5p|chr4:57221573-57221635	9.104675171	9.306681096	9.108069523	9.253642799	9.291041957
mir_chr7_41353|chr7:123043259-123043327	-4.871051015	-6.438083905	-3.982583475	-6.691351954	-6.262176331
mir_chr7_29297|chr7:66354749-66354805	-4.871051015	-4.11615581	-3.982583475	-4.369423859	-4.67721383
mir301b-3p|chr11:91182009-91182056	-0.680436155	-0.703645239	-0.767836953	-0.400043094	-0.425242319
"mir3548-5p,mir200a-5p|chr5:176963434-176963494"	3.352274992	3.167358573	3.277442181	2.637098586	2.193808379
mir542-5p|chrX:152784188-152784230	0.532898349	0.748178931	0.855359766	0.349321338	0.386864235
mir302a-3p|chr2:251220841-251220875	-1.411619396	-1.683196403	-0.946959566	-1.029716352	-2.014248817
mir_chr7_28607|chr7:99413800-99413880	-3.286088514	-6.438083905	-6.30451157	-3.231920336	-4.67721383
"mir125b-3-5p,mir125b-5p,mir3588-5p,mir125b-2-5p|chr11:19752323-19752376"	7.391290524	6.992433985	7.281080094	8.313204739	7.651932196
mir222-5p|chrX:4474733-4474784	-0.964160419	-2.742090092	-2.486888313	-2.443424441	-2.014248817
mir_chr6_26515|chr6:66666986-66667042	-1.701126014	-3.268158903	-1.780949614	-2.603889113	-1.507288829
mir879-3p|chr4:21605816-21605854	-4.871051015	-1.888414734	-3.134586569	-2.193101087	-3.706360176
mir_chr9_32125|chr9:69314307-69314370	-2.063696093	-3.630728983	-4.71954907	-6.691351954	-6.262176331
mir362-3p|chrX:16902329-16902368	3.937977493	3.840830115	4.626270112	3.32403522	4.537170057
mir_chr9_32014|chr9:53246975-53247030	-3.286088514	-6.438083905	-4.71954907	-3.883997032	-6.262176331
mir1843b-3p|chr13:81975859-81975890	-4.871051015	-2.52543404	-4.748695415	-2.440390381	-3.4507053
mir_chr5_25037|chr5:176783130-176783188	-4.871051015	-4.11615581	-3.982583475	-3.883997032	-4.67721383
mir_chr13_9460|chr13:93136595-93136652	-3.286088514	-4.853121404	-3.982583475	-3.883997032	-3.940248236
mir_chr13_9355|chr13:76470401-76470444	-2.975748394	-2.989182954	-3.08108902	1.203223319	0.120836685
mir_chr4_21803|chr4:100511-100574	-4.139867774	-6.438083905	-6.30451157	-4.819508306	-4.67721383
mir_chr1_1513|chr1:228695731-228695783	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-6.262176331
mir542-3p|chrX:153215211-153215253	4.769736186	4.091658972	4.998629868	3.58960436	4.763904415
"mir143-1-3p,mir143-3p,mir143-2-3p|chr18:56200185-56200237"	15.94376394	14.26157118	15.3846397	14.68890475	15.49628668
mir_chr18_14729|chr18:11557072-11557160	-3.286088514	-2.737644187	-2.845079952	-2.603889113	-3.454821409
"mir195-3p,mir195a-3p|chr10:56589505-56589552"	3.345112798	3.969927325	3.265723645	4.50156959	4.035886237
"mir338-3p,mir3065-3p|chr10:108793392-108793443"	6.302163885	6.515610575	6.894271084	5.868144639	6.706317674
"mir344i-5p,rno-mir-344i-5p,mir344f-5p|chr1:123634993-123635042"	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
"mir190a-5p,mir190-5p|chr8:80550800-80550849"	4.013974181	4.012364438	3.960235958	3.412722564	4.691598162
mir_chr3_21182|chr3:88931430-88931491	-3.871051015	-4.853121404	-5.30451157	-3.524636509	-4.67721383
mir_chr1_2479|chr1:249647111-249647163	-4.871051015	-4.853121404	-4.71954907	-5.106389454	-6.262176331
mir764-3p|chrX:118264721-118264775	-3.286088514	-2.190156391	-4.71954907	-5.106389454	-6.262176331
rno-mir-466b-1-3p|chr17:73503748-73503791	-2.183990327	-0.898925094	-2.811376648	-1.129414895	-3.402206782
mir_chr6_28043|chr6:152249816-152249872	-4.871051015	2.780455115	-2.534739831	4.049575606	2.723267174
mir_chr10_6241|chr10:88638600-88638662	0.482272276	0.210093891	1.430062579	0.251162551	0.632641433
mir448-3p|chrX:118420225-118420281	-1.416875122	-1.583090888	-3.509575908	-2.633035459	-3.151145018
mir146b-5p|chr1:273520416-273520469	7.783822162	5.840969454	7.500272873	6.98372076	7.920322
mir_chr14_15275|chr14:2426985-2427048	-1.701126014	-2.052652868	-1.959683073	-4.120889023	-5.602251772
mir690-3p|chr3:122361567-122361589	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
"mir6318-5p,rno-mir-6318-5p|chr19:48128401-48128455"	-2.54912292	-1.447129044	-2.604071852	-1.481898589	-1.869858908
mir532-3p|chrX:16895031-16895079	1.151316798	2.673051766	0.035338433	3.392100779	0.877375022
"mir125b-5p,mir125c-5p,mir125b1-5p,mir125b-1-5p,mir125b-2-5p|chr8:44272845-44272888"	7.95222466	9.360753384	8.15821946	8.580232898	7.94009598
mir140-3p|chr19:50471302-50471351	8.10931352	7.900726282	7.634997858	8.940841839	8.044880714
"mir194-1-5p,mir194a-5p|chr13:107924393-107924434"	9.685895636	9.305474084	10.32452624	9.7842276	9.40905677
"mir199a-1-3p,mir199a-3p,mir199a-2-3p,mir199b-3p,mir199-3a-3p,mir199a-4-3p,mir199-1-3p,mir199-2-3p,mir199a2-3p,mir199-3-3p|chr13:85019451-85019506"	5.128187988	4.78362404	5.353565993	5.190144431	5.429924765
mir_chr1_3360|chr1:206246086-206246130	-4.871051015	-6.438083905	-4.71954907	-3.883997032	-2.808000438
mir653-3p|chr4:28563519-28563567	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir_chr6_27674|chr6:106004363-106004422	-4.871051015	-6.438083905	-4.005853255	-5.195656792	-4.67721383
mir_chr6_27574|chr6:89654184-89654249	-3.295738684	-4.853121404	-3.134586569	-4.369423859	-2.802744712
mir743b-5p|chrX:151248596-151248634	-3.286088514	-4.853121404	-2.397620975	-6.691351954	-6.262176331
mir690-3p|chr4:188444672-188444695	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr3_20116|chr3:130337653-130337704	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-4.67721383
"mir146a-3p,mir146-3p|chr10:28806738-28806785"	0.743069854	-0.507819659	0.565853149	-0.250067682	0.805204247
"mir21-5p,mir21a-5p|chr10:76197080-76197126"	16.21808812	15.68141369	16.38731116	16.18670062	16.81903646
mir351-3p|chrX:152774553-152774593	-4.871051015	-3.268158903	-3.497156648	-3.859474713	-6.262176331
mir212-5p|chr10:61729091-61729146	-1.170611297	-0.329559448	-1.912194148	-0.183557314	-3.454821409
mir500-3p|chrX:16906491-16906537	2.205550834	2.925087172	2.191183592	3.217190783	2.683091913
mir665-3p|chr6:142868680-142868727	-2.54912292	-2.737644187	-4.71954907	-3.521426953	-4.67721383
mir_chr3_19954|chr3:117958329-117958392	-1.411619396	-4.11615581	-3.497156648	-4.369423859	-1.05662742
mir187-5p|chr18:16149655-16149707	-2.54912292	-4.11615581	-3.497156648	-1.838354367	-3.454821409
mir_chr17_13001|chr17:12173240-12173297	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir_chr8_31422|chr8:107056721-107056785	-4.871051015	-6.438083905	-3.982583475	-5.106389454	-6.262176331
"mir193b-3p,mir193-3p|chr14:30144277-30144316"	3.731833394	5.385999728	3.034224812	3.951060819	2.75908129
"mir214a-3p,mir3120-3p,mir214-3p|chr13:85024814-85024874"	2.477677139	2.679195555	2.357195281	2.59626809	3.251551265
mir871-3p|chrX:151282688-151282726	-4.871051015	-6.438083905	-3.982583475	-6.691351954	-4.67721383
mir135b-5p|chr13:54046529-54046577	-3.276502466	-2.731000913	-4.690979917	-4.307302147	-3.066828732
mir_chr4_22926|chr4:2761735-2761794	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
"mir664-2-5p,mir664-5p|chr13:107866595-107866634"	1.011102902	2.440334917	1.128948686	1.230607963	0.362801849
mir489-5p|chr4:28564213-28564266	-3.286088514	-6.438083905	-6.30451157	-6.691351954	-6.262176331
mirlet7i-3p|chr7:67000281-67000326	1.011592034	1.598419429	0.971426669	1.303001483	1.912749352
"mirlet7a1-5p,mirlet7f-5p,mirlet7g-2-5p,mirlet7g-5p,mirlet7a-1-5p,mirlet7a-2-5p,mirlet7a-5p,mirlet7a-3-5p,mirlet7e-1-5p|chr17:18473965-18474016"	13.40590494	12.07190012	13.02921486	12.49174909	11.73068955
mir_chr1_3453|chr1:222810401-222810463	-3.644542485	-4.853121404	-4.424805804	-3.521426953	-5.530993089
mir_chr16_12608|chr16:20150525-20150588	-4.871051015	-2.739865426	-4.71954907	-1.833370959	-1.76776072
mir_chr8_31406|chr8:103988494-103988553	-4.871051015	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir_chr10_5927|chr10:62356684-62356748	-4.871051015	-3.630728983	-2.845079952	-2.299034531	-1.507288829
mir208b-3p|chr15:37526108-37526164	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir_chr5_25761|chr5:143903374-143903444	-2.54912292	-1.688549637	-1.448521873	-0.462533264	0.307679278
mir_chr10_4595|chr10:56002373-56002451	-3.344982203	-4.853121404	-6.30451157	-6.691351954	-6.262176331
mir370-5p|chr6:142902085-142902124	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir_chr5_25563|chr5:119156455-119156526	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-3.940248236
mir433-3p|chr6:142874569-142874631	-3.286088514	-0.895825855	-4.041477164	-3.521426953	-6.262176331
mir483-5p|chr1:222726943-222726979	-4.871051015	-4.11615581	-6.30451157	-4.369423859	-6.262176331
"mir434-3p,mir3543-3p|chr6:142878391-142878449"	0.829388703	0.649378937	-0.195569002	0.648498049	-0.014248817
mir1843b-5p|chr13:81975827-81975858	1.238309544	1.762471453	2.2059757	1.744526623	2.218169585
mir652-3p|chrX:112450491-112450531	3.103134102	4.086379454	3.137146193	5.282653862	2.778825656
mir_chr2_17221|chr2:276283300-276283355	-3.286088514	-4.853121404	-3.497156648	-4.369423859	-3.940248236
mir_chr8_31010|chr8:47269444-47269502	-4.871051015	-4.853121404	-6.30451157	-5.116039624	-6.262176331
"mir92-1-5p,mir92a1-5p,mir92a-5p|chr15:103641608-103641647"	4.234857493	5.069215219	4.820759819	4.975315886	4.550803141
mir690-3p|chr14:46116149-46116172	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir_chr2_17967|chr2:208883095-208883144	-3.286088514	-4.853121404	-2.220447306	-3.231920336	-3.422216743
"mir23a-3-3p,mir23b-3p|chr17:816087-816139"	8.951945949	9.406046609	8.756235861	9.917257779	8.322866004
"mir3473-3p,rno-mir-3473-3p|chr13:49803977-49804010"	3.446361599	3.331324206	3.87033923	3.333399884	4.263246599
"mir434-5p,mir3543-5p|chr6:142877579-142877637"	2.40507339	4.105875893	1.008371385	3.34176816	1.059751764
mir3568-3p|chr10:9621963-9622013	-3.286088514	-4.973415638	-4.71954907	-6.691351954	-6.262176331
mir_chr7_29144|chr7:31911248-31911308	-4.871051015	-6.438083905	-3.982583475	-4.369423859	-4.67721383
"mir27b-3p,mir27d-3p|chr17:816322-816370"	15.00537276	14.06314558	15.24632871	14.3420747	14.7908353
mir_chr6_27331|chr6:37244482-37244539	-4.871051015	-3.630728983	-6.30451157	-5.106389454	-3.454821409
"rno-mir-6329-3p,mir6329-3p|chr8:55210028-55210073"	1.758305605	1.438187456	1.734297704	1.696579197	2.782600271
mir26b-3p|chr9:81439866-81439908	4.140343986	4.115276599	4.069919367	4.625336869	4.244607276
mir351-5p|chrX:153212229-153212275	4.95378047	5.893947047	5.08362414	5.546694455	4.950368691
mir_chr16_12044|chr16:4410879-4410937	-4.871051015	-1.699316068	-3.903973641	-6.335208144	-2.52017012
mir_chr2_16307|chr2:96516164-96516224	2.021340011	2.073589695	2.207003909	-6.691351954	-4.67721383
mir_chr5_25916|chr5:158074021-158074075	-4.175057202	-6.438083905	-6.30451157	-6.691351954	-6.262176331
"mir501-5p,mir3560-5p|chrX:16903042-16903098"	-2.828406678	-0.656724191	-2.604071852	-0.315964927	-2.014248817
mir_chr18_14714|chr18:4100231-4100298	-3.286088514	-2.350621063	-2.845079952	-2.975458584	-3.454821409
mir_chr4_22541|chr4:215899603-215899680	-4.871051015	-3.630728983	-3.982583475	-3.521426953	-3.940248236
mir_chr17_14079|chr17:73471850-73471911	6.220767805	4.969863615	6.184513478	5.542111941	7.120404468
mir_chr17_14008|chr17:64770780-64770869	-4.871051015	-6.438083905	-6.30451157	-5.165283143	-6.262176331
mir449c-5p|chr2:63933613-63933667	-3.286088514	-4.853121404	-4.71954907	-3.231920336	-3.454821409
mir_chr4_23588|chr4:208675558-208675617	-3.375355852	-1.439888402	-4.72919924	-2.904755592	-3.963518015
mir_chr11_10874|chr11:86993588-86993674	-0.964160419	0.248416622	-0.749922719	-1.134309539	-1.217782211
mir_chr6_26500|chr6:61892541-61892594	-4.871051015	-6.438083905	-6.30451157	-5.116039624	-4.67721383
mir690-3p|chrX:109001853-109001874	-4.871051015	-4.742090092	-5.590815755	-6.428317548	-2.074725277
mir490-5p|chr4:63056489-63056531	-4.871051015	-6.438083905	-6.30451157	-6.553848431	-6.262176331
mir_chr2_17449|chr2:62398200-62398267	-4.871051015	-6.438083905	-6.30451157	-4.698583523	-2.914510674
mir_chr14_10750|chr14:91820164-91820228	-4.871051015	-4.11615581	-6.30451157	-5.106389454	-3.940248236
mir_chr3_20647|chr3:15718445-15718528	-0.01307002	-0.823374061	-0.23842238	-0.314575382	0.004235435
"mir6328-5p,rno-mir-6328-5p|chr20:5491915-5491963"	-4.871051015	-2.978652286	-3.982583475	-4.369423859	-4.67721383
mir741-3p|chrX:151269257-151269305	-2.063696093	-2.737644187	-3.134586569	-6.691351954	-6.262176331
"mir340-3p,rno-mir-340-3p|chr10:35327234-35327283"	3.41425872	2.957835755	3.781624655	3.353042165	3.849011516
mir_chr11_6990|chr11:28166973-28167059	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-3.940248236
"mir33b-3p,mir33-3p|chr7:123415338-123415377"	3.265017297	3.573534727	3.114479465	2.965966495	3.453442528
mir_chr1_967|chr1:160166573-160166633	-3.31523486	-4.175049499	-6.30451157	-5.843355048	-4.667627781
"mir181a-3p,mir181a-1-3p,mir181a-2-3p,mir3570-3p|chr13:59986055-59986114"	11.4415161	11.34128946	11.03712851	11.88778364	10.88639201
mir_chr2_25031|chr2:275603119-275603171	-4.871051015	-6.438083905	-6.30451157	-1.49050238	-5.928752597
"mir29b-1-3p,mir29b-2-3p,mir29b-3p,mir29b2-3p|chr1:39612429-39612471"	4.423477839	4.783213198	4.742735061	4.027335029	5.339566606
mir_chr10_6167|chr10:82870029-82870089	-4.871051015	-6.438083905	-6.30451157	-3.883997032	-6.262176331
mir23a-3p|chr19:36294807-36294844	7.842172232	7.962005675	7.417884008	7.962475016	7.468930524
mir361-5p|chrX:84652386-84652423	6.029921426	6.15681449	6.181750281	6.510294158	5.62534894
mir_chr8_45388|chr8:111140905-111140975	-4.871051015	-4.121938162	-6.30451157	-5.106389454	-4.63924598
rno-mir-466b-2-5p|chr17:73751818-73751859	1.27910244	1.332745141	1.690181284	2.066338064	2.880951742
mir_chr11_7416|chr11:87007563-87007618	-4.871051015	-4.853121404	-4.71954907	-5.106389454	-6.262176331
mir_chr2_17451|chr2:63005231-63005298	-4.871051015	-6.438083905	-6.30451157	-4.698583523	-2.914510674
"mir344-1-3p,mir344a-2-3p,mir344-2-3p,mir344c-3p,mir344-3p|chr1:123505478-123505532"	-3.305453839	-2.630728983	-4.30451157	-2.455624894	-2.940248236
"mir7a-2-5p,mir7-1-5p,mir7-2-5p,mir7-5p,mir7b-5p,mir7a-1-5p|chr17:8879383-8879437"	1.898985124	3.122134274	2.063558306	1.2801916	2.733251655
"mir10d-3p,mir10b-1-3p,mir10b-3p,mir10b-2-3p|chr3:68113716-68113770"	0.083145295	-1.156385655	-1.260117451	-4.381011834	-2.561736613
